YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
2012,2012,Arkansas,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,24.6
2014,2014,Colorado,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,3.2
2011,2011,Alaska,Asthma,Asthma mortality rate,"cases per 1,000,000",
2013,2013,Washington,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,40.0
2013,2013,Indiana,Asthma,Current asthma prevalence among adults aged >= 18 years,%,4.6
2018,2018,Wyoming,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
2015,2015,Wyoming,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,35.5
2012,2012,New York,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",1.0
2012,2016,Florida,Cancer,"Cancer of the lung and bronchus, incidence",,24
2013,2013,South Dakota,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",54.8
2017,2017,Virgin Islands,Asthma,Asthma prevalence among women aged 18-44 years,%,
2015,2015,Kansas,Cancer,Mammography use among women aged 50-74 years,%,
2015,2015,Maine,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,1.3
2013,2013,Virgin Islands,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,
2015,2015,Nevada,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,68.2
2015,2015,Virginia,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",
2016,2016,West Virginia,Asthma,Asthma mortality rate,"cases per 1,000,000",
2016,2016,New Mexico,Oral Health,All teeth lost among adults aged >= 65 years,%,15.3
2016,2016,Alaska,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",137.6
2010,2014,Arkansas,Cancer,"Melanoma, mortality","per 100,000",3.2
2012,2012,Washington,Diabetes,Mortality due to diabetes reported as any listed cause of death,,2868
2014,2014,Arizona,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",11.97
2014,2014,Kansas,Asthma,Asthma mortality rate,,
2012,2012,Alaska,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,64.0
2013,2013,South Dakota,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,
2008,2012,Kansas,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,
2009,2013,Delaware,Cancer,"Melanoma, mortality","per 100,000",
2018,2018,Idaho,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,
2012,2016,Alabama,Cancer,"Cancer of the lung and bronchus, incidence",,6
2013,2013,Washington,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis,,
2016,2016,Minnesota,Oral Health,All teeth lost among adults aged >= 65 years,%,14.9
2018,2018,Ohio,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,53.4
2016,2016,Kansas,Asthma,Asthma mortality rate,"cases per 1,000,000",
2017,2017,Florida,Alcohol,Alcohol use among youth,%,32.5
2013,2013,Guam,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,,
2013,2013,Vermont,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,12.1
2013,2013,Iowa,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,29
2014,2014,Oregon,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,60.6
2014,2014,Massachusetts,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,39.4
2012,2012,Florida,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,27.1
2018,2018,Texas,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,9.1
2017,2017,Texas,Disability,Disability among adults aged >= 65 years,%,40.7
2011,2011,Alabama,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,1.4
2018,2018,Arkansas,Tobacco,Quit attempts in the past year among current smokers,%,54.5
2011,2015,Kentucky,Cancer,"Invasive melanoma, incidence",,
2013,2013,Colorado,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,
2013,2013,South Carolina,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,52.2
2012,2012,Iowa,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",92.6
2017,2017,Hawaii,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,54.2
2011,2011,Maine,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",273.3
2014,2014,New Hampshire,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,23.2
2012,2012,Alaska,Tobacco,Current smoking among adults aged >= 18 years,%,21.2
2012,2012,New Hampshire,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,
2013,2013,Kentucky,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
2015,2015,Puerto Rico,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,
2010,2010,Nebraska,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",12.69
2009,2013,Missouri,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",74
2015,2015,Maine,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,77.4
2017,2017,Iowa,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2012,2012,Oklahoma,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,
2016,2016,Utah,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,13.0
2013,2013,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,%,6.7
2015,2015,Minnesota,Asthma,Emergency department visit rate for asthma,,
2015,2015,Colorado,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,76.6
2010,2014,Utah,Cancer,"Cancer of the female breast, mortality","per 100,000",17.8
2017,2017,Wisconsin,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2013,2013,New Jersey,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",34.3
2011,2015,Mississippi,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",246.5
2016,2016,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,%,8.8
2012,2012,Missouri,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,49.1
2015,2015,Virgin Islands,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,
2017,2017,Virginia,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,
2012,2012,Vermont,Chronic Kidney Disease,Mortality with end-stage renal disease,,569
2016,2016,Delaware,Oral Health,No tooth loss among adults aged 18-64 years,%,60.6
2017,2017,Montana,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",
2012,2012,Louisiana,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2012,2012,Wyoming,Alcohol,Alcohol use before pregnancy,%,
2013,2013,Nevada,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,26.4
2017,2017,Nevada,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,40.6
2014,2014,Arizona,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",50.2
2016,2016,Illinois,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,71.7
2017,2017,New Mexico,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,23.9
2012,2012,Maine,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,1.9
2010,2010,Mississippi,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",
2013,2013,Delaware,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.5
2012,2012,Virginia,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",38.3
2010,2014,New Mexico,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",146.8
2015,2015,Delaware,Alcohol,Heavy drinking among adults aged >= 18 years,%,5.3
2015,2015,Georgia,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2010,2010,Oklahoma,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",620.7
2017,2017,Minnesota,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,64.1
2012,2012,North Dakota,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,3.9
2018,2018,New Hampshire,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,4.5
2015,2015,Minnesota,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,
2013,2013,Georgia,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,61.8
2010,2014,New Mexico,Cancer,"Invasive melanoma, incidence","per 100,000",15.4
2015,2015,Virgin Islands,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,
2012,2012,Tennessee,Reproductive Health,Postpartum checkup,%,
2012,2016,California,Cancer,"Invasive cancer (all sites combined), mortality",,10195
2012,2012,Wisconsin,Oral Health,No tooth loss among adults aged 18-64 years,%,68.1
2013,2013,Utah,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",393.5
2011,2011,New Mexico,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,59.3
2013,2013,Oregon,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,
2012,2012,South Dakota,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,47.0
2011,2011,Missouri,Overarching Conditions,Poverty,%,15.8
2014,2014,Nebraska,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,32.3
2013,2013,Montana,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,
2018,2018,Texas,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,52.5
2015,2015,West Virginia,Asthma,Asthma mortality rate,"cases per 1,000,000",
2011,2015,Mississippi,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",13
2016,2016,New Jersey,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",58.3
2011,2011,Indiana,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,4.0
2016,2016,Oklahoma,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,8.8
2012,2012,Massachusetts,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,37.8
2013,2013,Virginia,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",
2012,2012,Maryland,Tobacco,Quit attempts in the past year among current smokers,%,64.5
2016,2016,Oregon,Asthma,Current asthma prevalence among adults aged >= 18 years,%,10.7
2012,2012,New Mexico,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,456
2012,2016,Tennessee,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",23.5
2014,2014,Delaware,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,39.6
2017,2017,North Carolina,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,95.3
2011,2011,Louisiana,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,72.2
2015,2015,California,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",53.0
2015,2015,Guam,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,
2015,2015,Mississippi,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,
2013,2013,Arkansas,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,48.8
2012,2012,Hawaii,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,17.7
2017,2017,Nevada,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,7.1
2011,2011,Florida,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,
2009,2013,Wisconsin,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",124.9
2011,2011,South Carolina,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,20.9
2016,2016,Arkansas,Chronic Kidney Disease,Mortality with end-stage renal disease,Number,2466
2016,2016,South Dakota,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,83.9
2018,2018,Delaware,Tobacco,Current cigarette smoking among women aged 18-44 years,%,14.7
2017,2017,California,Asthma,Asthma mortality rate,"cases per 1,000,000",12.5
2011,2011,Mississippi,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,
2012,2012,Florida,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,29.6
2011,2011,Indiana,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,61.6
2017,2017,California,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,67.1
2010,2010,Maryland,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",7.40
2011,2011,Vermont,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",
2015,2015,Georgia,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,65.6
2015,2015,New York,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,86.6
2013,2013,Hawaii,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,37.8
2010,2010,Mississippi,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",127.4
2012,2012,Hawaii,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,
2018,2018,Nebraska,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,
2014,2014,Puerto Rico,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,53.6
2015,2015,Illinois,Cardiovascular Disease,Mortality from heart failure,Number,1624
2012,2016,Idaho,Cancer,"Melanoma, mortality","per 100,000",3.7
2011,2011,Louisiana,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2010,2010,Maryland,Asthma,Asthma mortality rate,"cases per 1,000,000",25.2
2011,2011,New York,Overarching Conditions,Gini Index of income inequality,,0.50
2015,2015,District of Columbia,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,
2017,2017,Louisiana,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",70.2
2012,2012,Arkansas,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.9
2016,2016,South Carolina,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,60.9
2011,2011,Ohio,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,25.8
2015,2015,Nevada,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,32.2
2016,2016,Ohio,Cardiovascular Disease,Mortality from diseases of the heart,Number,24047
2015,2015,Rhode Island,Asthma,Hospitalizations for asthma,,677
2015,2015,Vermont,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,10.8
2010,2010,North Carolina,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",19.07
2016,2016,Idaho,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,
2012,2012,Nebraska,Alcohol,Heavy drinking among women aged 18-44 years,%,7.2
2017,2017,Illinois,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,
2010,2014,Delaware,Cancer,"Invasive cancer (all sites combined), mortality",,925
2016,2016,New Jersey,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2012,2012,Hawaii,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",45.5
2014,2014,North Carolina,Diabetes,Hospitalization with diabetes as a listed diagnosis,"cases per 10,000",331.38
2017,2017,Mississippi,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,53.5
2017,2017,Minnesota,Tobacco,Current smoking among adults aged >= 18 years,%,14.0
2009,2013,United States,Cancer,"Invasive cancer of the female breast, incidence",,282267
2014,2014,Puerto Rico,Alcohol,Heavy drinking among adults aged >= 18 years,%,
2010,2010,Utah,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",
2010,2010,Colorado,Overarching Conditions,High school completion among adults aged 18-24 years,%,82.1
2018,2018,New Hampshire,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,43.0
2015,2015,New Hampshire,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,
2011,2011,Connecticut,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,6.9
2012,2012,Alabama,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,11.9
2016,2016,Rhode Island,Oral Health,No tooth loss among adults aged 18-64 years,%,68.1
2014,2014,Iowa,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",1.79
2012,2012,New York,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,2.3
2013,2013,Illinois,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,
2016,2016,Colorado,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",
2015,2015,West Virginia,Tobacco,Current cigarette smoking among women aged 18-44 years,%,
2011,2015,Utah,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",
2012,2012,California,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,3.7
2017,2017,South Carolina,Alcohol,Heavy drinking among adults aged >= 18 years,%,7.7
2012,2016,Kansas,Cancer,"Cancer of the lung and bronchus, incidence",,40
2010,2010,California,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",9.16
2017,2017,Hawaii,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",228.7
2015,2015,Florida,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,21.0
2017,2017,Nebraska,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,56.0
2018,2018,Puerto Rico,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2010,2010,Louisiana,Alcohol,Chronic liver disease mortality,,
2012,2012,Montana,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,75.0
2018,2018,Oklahoma,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,5.6
2012,2012,Virgin Islands,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,
2015,2015,North Dakota,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",
2012,2016,Nebraska,Cancer,"Invasive melanoma, incidence","per 100,000",
2009,2013,Arkansas,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",151.9
2015,2015,Missouri,Asthma,Asthma mortality rate,,46
2017,2017,Indiana,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,33.5
2014,2014,South Carolina,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",84.1
2010,2014,Missouri,Cancer,"Melanoma, mortality",,
2012,2012,West Virginia,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",101.6
2017,2017,Puerto Rico,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2012,2012,Tennessee,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,73.4
2012,2012,Virginia,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2018,2018,Tennessee,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,67.9
2009,2013,Vermont,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",
2014,2014,Missouri,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,24.4
2012,2012,Utah,Asthma,Current asthma prevalence among adults aged >= 18 years,%,8.9
2013,2013,Vermont,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,
2012,2012,Vermont,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,82.0
2008,2012,Georgia,Cancer,"Invasive cancer of the prostate, incidence",,4122
2008,2012,Delaware,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",
2009,2013,New Jersey,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",
2016,2016,Iowa,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,60.1
2018,2018,Puerto Rico,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,
2011,2011,Idaho,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,916
2016,2016,Delaware,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,
2016,2016,Alabama,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,32.1
2018,2018,Hawaii,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,6.0
2015,2015,Oklahoma,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,13.1
2013,2013,California,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,44.8
2012,2012,Wyoming,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,33.6
2012,2012,Arkansas,Asthma,Asthma mortality rate,"cases per 1,000,000",
2016,2016,Virgin Islands,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,
2016,2016,Alabama,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,55417
2013,2013,South Dakota,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",15.92
2017,2017,Michigan,Tobacco,Current smokeless tobacco use among youth,%,1.9
2015,2015,Louisiana,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,4.3
2010,2010,Vermont,Diabetes,Mortality due to diabetes reported as any listed cause of death,,
2013,2013,Florida,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,66.5
2014,2014,Wyoming,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,84
2017,2017,Delaware,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,82.0
2015,2015,Nebraska,"Nutrition, Physical Activity, and Weight Status",Television viewing among high school students,%,
2013,2013,Oklahoma,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2010,2014,New Mexico,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",15.7
2015,2015,Utah,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",
2012,2012,Texas,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2014,2014,West Virginia,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,71.5
2013,2013,United States,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,66.6
2017,2017,Vermont,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,67.4
2011,2015,Alaska,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",8.1
2014,2014,Vermont,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
2014,2014,Colorado,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,26.9
2015,2015,Tennessee,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,32.1
2013,2013,New Jersey,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,28.4
2016,2016,Florida,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
2017,2017,North Carolina,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,
2015,2015,Hawaii,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,56.9
2011,2015,Massachusetts,Cancer,"Cancer of the lung and bronchus, incidence",,125
2008,2012,Louisiana,Cancer,"Cancer of the female breast, mortality","per 100,000",28.4
2015,2015,New Jersey,Diabetes,Hospitalization with diabetes as a listed diagnosis,"cases per 10,000",202.11
2008,2012,Tennessee,Cancer,"Invasive cancer of the cervix, incidence",,5
2014,2014,Vermont,Diabetes,Amputation of a lower extremity attributable to diabetes,,
2012,2012,Iowa,Alcohol,Chronic liver disease mortality,"cases per 100,000",
2012,2012,Georgia,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",111.3
2017,2017,Colorado,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,2.9
2014,2014,California,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,31.1
2018,2018,North Dakota,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,4.4
2014,2014,Missouri,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,28.9
2013,2013,New York,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,
2009,2013,Hawaii,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",
2010,2010,Indiana,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",125.2
2017,2017,Utah,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,3.5
2018,2018,Washington,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,86.7
